fid,id,left,top,right,bottom,geom_wkt,fid_2,LH
438,438,489393.4169,1429641.728,491298.6728,1427991.728,"MultiPolygon (((120.90365654 12.91963727, 120.90804297 12.92709657, 120.91682198 12.92709977, 120.92121404 12.91964365, 120.91682736 12.91218456, 120.90804886 12.91218137, 120.90365654 12.91963727)))",5,3
439,439,489393.4169,1427991.728,491298.6728,1426341.728,"MultiPolygon (((120.9036627 12.90472206, 120.90804886 12.91218137, 120.91682736 12.91218456, 120.92121916 12.90472844, 120.91683273 12.89726934, 120.90805476 12.89726615, 120.9036627 12.90472206)))",3,2
440,440,489393.4169,1426341.728,491298.6728,1424691.728,"MultiPolygon (((120.90366884 12.88980683, 120.90805476 12.89726615, 120.91683273 12.89726934, 120.92122427 12.8898132, 120.91683809 12.8823541, 120.90806064 12.88235091, 120.90366884 12.88980683)))",3,2
441,441,489393.4169,1424691.728,491298.6728,1423041.728,"MultiPolygon (((120.90367498 12.87489159, 120.90806064 12.88235091, 120.91683809 12.8823541, 120.92122937 12.87489795, 120.91684345 12.86743884, 120.90806652 12.86743566, 120.90367498 12.87489159)))",1,1
442,442,489393.4169,1423041.728,491298.6728,1421391.728,"MultiPolygon (((120.90368112 12.85997632, 120.90806652 12.86743566, 120.91684345 12.86743884, 120.92123446 12.85998268, 120.9168488 12.85252356, 120.90807239 12.85252039, 120.90368112 12.85997632)))",3,2
443,443,489393.4169,1421391.728,491298.6728,1419741.728,"MultiPolygon (((120.90368724 12.84506105, 120.90807239 12.85252039, 120.9168488 12.85252356, 120.92123955 12.8450674, 120.91685415 12.83760827, 120.90807825 12.8376051, 120.90368724 12.84506105)))",3,2
444,444,489393.4169,1419741.728,491298.6728,1418091.728,"MultiPolygon (((120.90369336 12.83014575, 120.90807825 12.8376051, 120.91685415 12.83760827, 120.92124464 12.8301521, 120.91685949 12.82269296, 120.90808411 12.82268979, 120.90369336 12.83014575)))",3,2
445,445,489393.4169,1418091.728,491298.6728,1416441.728,"MultiPolygon (((120.90369947 12.81523044, 120.90808411 12.82268979, 120.91685949 12.82269296, 120.92124972 12.81523678, 120.91686482 12.80777764, 120.90808996 12.80777447, 120.90369947 12.81523044)))",3,2
446,446,489393.4169,1416441.728,491298.6728,1414791.728,"MultiPolygon (((120.90370558 12.80031511, 120.90808996 12.80777447, 120.91686482 12.80777764, 120.92125479 12.80032144, 120.91687015 12.7928623, 120.9080958 12.79285913, 120.90370558 12.80031511)))",3,2
447,447,489393.4169,1414791.728,491298.6728,1413141.728,"MultiPolygon (((120.90371168 12.78539977, 120.9080958 12.79285913, 120.91687015 12.7928623, 120.92125986 12.78540609, 120.91687547 12.77794694, 120.90810164 12.77794378, 120.90371168 12.78539977)))",5,3
448,448,489393.4169,1413141.728,491298.6728,1411491.728,"MultiPolygon (((120.90371777 12.77048441, 120.90810164 12.77794378, 120.91687547 12.77794694, 120.92126492 12.77049072, 120.91688078 12.76303156, 120.90810747 12.76302841, 120.90371777 12.77048441)))",5,3
449,449,489393.4169,1411491.728,491298.6728,1409841.728,"MultiPolygon (((120.90372385 12.75556903, 120.90810747 12.76302841, 120.91688078 12.76303156, 120.92126997 12.75557534, 120.91688609 12.74811617, 120.90811329 12.74811302, 120.90372385 12.75556903)))",5,3
450,450,489393.4169,1409841.728,491298.6728,1408191.728,"MultiPolygon (((120.90372992 12.74065363, 120.90811329 12.74811302, 120.91688609 12.74811617, 120.92127502 12.74065994, 120.9168914 12.73320076, 120.9081191 12.73319761, 120.90372992 12.74065363)))",1,1
451,451,489393.4169,1408191.728,491298.6728,1406541.728,"MultiPolygon (((120.90373599 12.72573822, 120.9081191 12.73319761, 120.9168914 12.73320076, 120.92128006 12.72574452, 120.91689669 12.71828534, 120.90812491 12.71828219, 120.90373599 12.72573822)))",1,1
452,452,489393.4169,1406541.728,491298.6728,1404891.728,"MultiPolygon (((120.90374205 12.71082279, 120.90812491 12.71828219, 120.91689669 12.71828534, 120.9212851 12.71082908, 120.91690198 12.7033699, 120.90813072 12.70336675, 120.90374205 12.71082279)))",1,1
453,453,489393.4169,1404891.728,491298.6728,1403241.728,"MultiPolygon (((120.90374811 12.69590735, 120.90813072 12.70336675, 120.91690198 12.7033699, 120.92129013 12.69591363, 120.91690727 12.68845444, 120.90813651 12.6884513, 120.90374811 12.69590735)))",1,1
454,454,489393.4169,1403241.728,491298.6728,1401591.728,"MultiPolygon (((120.90375416 12.68099189, 120.90813651 12.6884513, 120.91690727 12.68845444, 120.92129516 12.68099816, 120.91691254 12.67353896, 120.9081423 12.67353583, 120.90375416 12.68099189)))",5,3
464,464,490822.3588,1443666.728,492727.6147,1442016.728,"MultiPolygon (((120.91677874 13.04642081, 120.92116775 13.05387984, 120.92995122 13.05388262, 120.93434515 13.04642637, 120.92995586 13.03896755, 120.92117292 13.03896478, 120.91677874 13.04642081)))",5,3
465,465,490822.3588,1442016.728,492727.6147,1440366.728,"MultiPolygon (((120.91678416 13.03150574, 120.92117292 13.03896478, 120.92995586 13.03896755, 120.93434952 13.03151129, 120.9299605 13.02405247, 120.92117808 13.0240497, 120.91678416 13.03150574)))",5,3
466,466,490822.3588,1440366.728,492727.6147,1438716.728,"MultiPolygon (((120.91678958 13.01659066, 120.92117808 13.0240497, 120.9299605 13.02405247, 120.93435389 13.01659619, 120.92996513 13.00913737, 120.92118324 13.0091346, 120.91678958 13.01659066)))",5,3
467,467,490822.3588,1438716.728,492727.6147,1437066.728,"MultiPolygon (((120.916795 13.00167555, 120.92118324 13.0091346, 120.92996513 13.00913737, 120.93435826 13.00168108, 120.92996975 12.99422225, 120.92118839 12.99421948, 120.916795 13.00167555)))",5,3
468,468,490822.3588,1437066.728,492727.6147,1435416.728,"MultiPolygon (((120.91680041 12.98676043, 120.92118839 12.99421948, 120.92996975 12.99422225, 120.93436262 12.98676595, 120.92997437 12.97930711, 120.92119353 12.97930435, 120.91680041 12.98676043)))",5,3
469,469,490822.3588,1435416.728,492727.6147,1433766.728,"MultiPolygon (((120.91680581 12.97184529, 120.92119353 12.97930435, 120.92997437 12.97930711, 120.93436697 12.97185081, 120.92997899 12.96439196, 120.92119867 12.9643892, 120.91680581 12.97184529)))",5,3
470,470,490822.3588,1433766.728,492727.6147,1432116.728,"MultiPolygon (((120.9168112 12.95693013, 120.92119867 12.9643892, 120.92997899 12.96439196, 120.93437132 12.95693565, 120.9299836 12.94947679, 120.9212038 12.94947404, 120.9168112 12.95693013)))",5,3
471,471,490822.3588,1432116.728,492727.6147,1430466.728,"MultiPolygon (((120.91681659 12.94201496, 120.9212038 12.94947404, 120.9299836 12.94947679, 120.93437567 12.94202047, 120.9299882 12.93456161, 120.92120892 12.93455885, 120.91681659 12.94201496)))",5,3
472,472,490822.3588,1430466.728,492727.6147,1428816.728,"MultiPolygon (((120.91682198 12.92709977, 120.92120892 12.93455885, 120.9299882 12.93456161, 120.93438001 12.92710527, 120.9299928 12.9196464, 120.92121404 12.91964365, 120.91682198 12.92709977)))",5,3
473,473,490822.3588,1428816.728,492727.6147,1427166.728,"MultiPolygon (((120.91682736 12.91218456, 120.92121404 12.91964365, 120.9299928 12.9196464, 120.93438434 12.91219006, 120.92999739 12.90473118, 120.92121916 12.90472844, 120.91682736 12.91218456)))",3,2
474,474,490822.3588,1427166.728,492727.6147,1425516.728,"MultiPolygon (((120.91683273 12.89726934, 120.92121916 12.90472844, 120.92999739 12.90473118, 120.93438867 12.89727483, 120.93000198 12.88981595, 120.92122427 12.8898132, 120.91683273 12.89726934)))",3,2
475,475,490822.3588,1425516.728,492727.6147,1423866.728,"MultiPolygon (((120.91683809 12.8823541, 120.92122427 12.8898132, 120.93000198 12.88981595, 120.934393 12.88235958, 120.93000656 12.87490069, 120.92122937 12.87489795, 120.91683809 12.8823541)))",5,3
476,476,490822.3588,1423866.728,492727.6147,1422216.728,"MultiPolygon (((120.91684345 12.86743884, 120.92122937 12.87489795, 120.93000656 12.87490069, 120.93439732 12.86744432, 120.93001114 12.85998542, 120.92123446 12.85998268, 120.91684345 12.86743884)))",3,2
477,477,490822.3588,1422216.728,492727.6147,1420566.728,"MultiPolygon (((120.9168488 12.85252356, 120.92123446 12.85998268, 120.93001114 12.85998542, 120.93440164 12.85252904, 120.93001571 12.84507013, 120.92123955 12.8450674, 120.9168488 12.85252356)))",5,3
478,478,490822.3588,1420566.728,492727.6147,1418916.728,"MultiPolygon (((120.91685415 12.83760827, 120.92123955 12.8450674, 120.93001571 12.84507013, 120.93440595 12.83761374, 120.93002028 12.83015483, 120.92124464 12.8301521, 120.91685415 12.83760827)))",3,2
479,479,490822.3588,1418916.728,492727.6147,1417266.728,"MultiPolygon (((120.91685949 12.82269296, 120.92124464 12.8301521, 120.93002028 12.83015483, 120.93441025 12.82269843, 120.93002484 12.81523951, 120.92124972 12.81523678, 120.91685949 12.82269296)))",3,2
480,480,490822.3588,1417266.728,492727.6147,1415616.728,"MultiPolygon (((120.91686482 12.80777764, 120.92124972 12.81523678, 120.93002484 12.81523951, 120.93441455 12.80778309, 120.9300294 12.80032417, 120.92125479 12.80032144, 120.91686482 12.80777764)))",3,2
481,481,490822.3588,1415616.728,492727.6147,1413966.728,"MultiPolygon (((120.91687015 12.7928623, 120.92125479 12.80032144, 120.9300294 12.80032417, 120.93441885 12.79286775, 120.93003395 12.78540881, 120.92125986 12.78540609, 120.91687015 12.7928623)))",3,2
482,482,490822.3588,1413966.728,492727.6147,1412316.728,"MultiPolygon (((120.91687547 12.77794694, 120.92125986 12.78540609, 120.93003395 12.78540881, 120.93442314 12.77795238, 120.93003849 12.77049344, 120.92126492 12.77049072, 120.91687547 12.77794694)))",3,2
483,483,490822.3588,1412316.728,492727.6147,1410666.728,"MultiPolygon (((120.91688078 12.76303156, 120.92126492 12.77049072, 120.93003849 12.77049344, 120.93442743 12.763037, 120.93004304 12.75557805, 120.92126997 12.75557534, 120.91688078 12.76303156)))",1,1
484,484,490822.3588,1410666.728,492727.6147,1409016.728,"MultiPolygon (((120.91688609 12.74811617, 120.92126997 12.75557534, 120.93004304 12.75557805, 120.93443171 12.7481216, 120.93004757 12.74066265, 120.92127502 12.74065994, 120.91688609 12.74811617)))",3,2
485,485,490822.3588,1409016.728,492727.6147,1407366.728,"MultiPolygon (((120.9168914 12.73320076, 120.92127502 12.74065994, 120.93004757 12.74066265, 120.93443598 12.73320619, 120.9300521 12.72574723, 120.92128006 12.72574452, 120.9168914 12.73320076)))",3,2
486,486,490822.3588,1407366.728,492727.6147,1405716.728,"MultiPolygon (((120.91689669 12.71828534, 120.92128006 12.72574452, 120.9300521 12.72574723, 120.93444026 12.71829076, 120.93005663 12.71083179, 120.9212851 12.71082908, 120.91689669 12.71828534)))",5,3
487,487,490822.3588,1405716.728,492727.6147,1404066.728,"MultiPolygon (((120.91690198 12.7033699, 120.9212851 12.71082908, 120.93005663 12.71083179, 120.93444452 12.70337531, 120.93006115 12.69591633, 120.92129013 12.69591363, 120.91690198 12.7033699)))",1,1
488,488,490822.3588,1404066.728,492727.6147,1402416.728,"MultiPolygon (((120.91690727 12.68845444, 120.92129013 12.69591363, 120.93006115 12.69591633, 120.93444878 12.68845984, 120.93006566 12.68100086, 120.92129516 12.68099816, 120.91690727 12.68845444)))",3,2
497,497,492251.3007,1447791.728,494156.5566,1446141.728,"MultiPolygon (((120.92994193 13.08371271, 120.93433199 13.0911715, 120.94311679 13.09117383, 120.94751098 13.08371738, 120.94312065 13.0762588, 120.93433638 13.07625647, 120.92994193 13.08371271)))",5,3
498,498,492251.3007,1446141.728,494156.5566,1444491.728,"MultiPolygon (((120.92994658 13.06879767, 120.93433638 13.07625647, 120.94312065 13.0762588, 120.94751458 13.06880234, 120.9431245 13.06134376, 120.93434077 13.06134143, 120.92994658 13.06879767)))",3,2
499,499,492251.3007,1444491.728,494156.5566,1442841.728,"MultiPolygon (((120.92995122 13.05388262, 120.93434077 13.06134143, 120.9431245 13.06134376, 120.94751817 13.05388728, 120.94312836 13.0464287, 120.93434515 13.04642637, 120.92995122 13.05388262)))",5,3
500,500,492251.3007,1442841.728,494156.5566,1441191.728,"MultiPolygon (((120.92995586 13.03896755, 120.93434515 13.04642637, 120.94312836 13.0464287, 120.94752176 13.03897221, 120.94313221 13.03151362, 120.93434952 13.03151129, 120.92995586 13.03896755)))",5,3
501,501,492251.3007,1441191.728,494156.5566,1439541.728,"MultiPolygon (((120.9299605 13.02405247, 120.93434952 13.03151129, 120.94313221 13.03151362, 120.94752534 13.02405712, 120.94313605 13.01659852, 120.93435389 13.01659619, 120.9299605 13.02405247)))",5,3
502,502,492251.3007,1439541.728,494156.5566,1437891.728,"MultiPolygon (((120.92996513 13.00913737, 120.93435389 13.01659619, 120.94313605 13.01659852, 120.94752892 13.00914201, 120.94313989 13.0016834, 120.93435826 13.00168108, 120.92996513 13.00913737)))",5,3
503,503,492251.3007,1437891.728,494156.5566,1436241.728,"MultiPolygon (((120.92996975 12.99422225, 120.93435826 13.00168108, 120.94313989 13.0016834, 120.9475325 12.99422689, 120.94314373 12.98676827, 120.93436262 12.98676595, 120.92996975 12.99422225)))",5,3
504,504,492251.3007,1436241.728,494156.5566,1434591.728,"MultiPolygon (((120.92997437 12.97930711, 120.93436262 12.98676595, 120.94314373 12.98676827, 120.94753607 12.97931175, 120.94314756 12.97185313, 120.93436697 12.97185081, 120.92997437 12.97930711)))",5,3
505,505,492251.3007,1434591.728,494156.5566,1432941.728,"MultiPolygon (((120.92997899 12.96439196, 120.93436697 12.97185081, 120.94314756 12.97185313, 120.94753963 12.96439659, 120.94315139 12.95693796, 120.93437132 12.95693565, 120.92997899 12.96439196)))",5,3
506,506,492251.3007,1432941.728,494156.5566,1431291.728,"MultiPolygon (((120.9299836 12.94947679, 120.93437132 12.95693565, 120.94315139 12.95693796, 120.9475432 12.94948142, 120.94315521 12.94202278, 120.93437567 12.94202047, 120.9299836 12.94947679)))",5,3
507,507,492251.3007,1431291.728,494156.5566,1429641.728,"MultiPolygon (((120.9299882 12.93456161, 120.93437567 12.94202047, 120.94315521 12.94202278, 120.94754676 12.93456623, 120.94315903 12.92710758, 120.93438001 12.92710527, 120.9299882 12.93456161)))",5,3
508,508,492251.3007,1429641.728,494156.5566,1427991.728,"MultiPolygon (((120.9299928 12.9196464, 120.93438001 12.92710527, 120.94315903 12.92710758, 120.94755031 12.91965102, 120.94316284 12.91219237, 120.93438434 12.91219006, 120.9299928 12.9196464)))",5,3
509,509,492251.3007,1427991.728,494156.5566,1426341.728,"MultiPolygon (((120.92999739 12.90473118, 120.93438434 12.91219006, 120.94316284 12.91219237, 120.94755387 12.90473579, 120.94316665 12.89727713, 120.93438867 12.89727483, 120.92999739 12.90473118)))",5,3
510,510,492251.3007,1426341.728,494156.5566,1424691.728,"MultiPolygon (((120.93000198 12.88981595, 120.93438867 12.89727483, 120.94316665 12.89727713, 120.94755741 12.88982055, 120.94317046 12.88236188, 120.934393 12.88235958, 120.93000198 12.88981595)))",5,3
511,511,492251.3007,1424691.728,494156.5566,1423041.728,"MultiPolygon (((120.93000656 12.87490069, 120.934393 12.88235958, 120.94317046 12.88236188, 120.94756096 12.87490529, 120.94317426 12.86744662, 120.93439732 12.86744432, 120.93000656 12.87490069)))",3,2
512,512,492251.3007,1423041.728,494156.5566,1421391.728,"MultiPolygon (((120.93001114 12.85998542, 120.93439732 12.86744432, 120.94317426 12.86744662, 120.9475645 12.85999002, 120.94317806 12.85253133, 120.93440164 12.85252904, 120.93001114 12.85998542)))",1,1
513,513,492251.3007,1421391.728,494156.5566,1419741.728,"MultiPolygon (((120.93001571 12.84507013, 120.93440164 12.85252904, 120.94317806 12.85253133, 120.94756803 12.84507472, 120.94318185 12.83761603, 120.93440595 12.83761374, 120.93001571 12.84507013)))",3,2
514,514,492251.3007,1419741.728,494156.5566,1418091.728,"MultiPolygon (((120.93002028 12.83015483, 120.93440595 12.83761374, 120.94318185 12.83761603, 120.94757157 12.83015941, 120.94318564 12.82270072, 120.93441025 12.82269843, 120.93002028 12.83015483)))",3,2
515,515,492251.3007,1418091.728,494156.5566,1416441.728,"MultiPolygon (((120.93002484 12.81523951, 120.93441025 12.82269843, 120.94318564 12.82270072, 120.94757509 12.81524409, 120.94318942 12.80778538, 120.93441455 12.80778309, 120.93002484 12.81523951)))",3,2
516,516,492251.3007,1416441.728,494156.5566,1414791.728,"MultiPolygon (((120.9300294 12.80032417, 120.93441455 12.80778309, 120.94318942 12.80778538, 120.94757862 12.80032875, 120.9431932 12.79287003, 120.93441885 12.79286775, 120.9300294 12.80032417)))",5,3
517,517,492251.3007,1414791.728,494156.5566,1413141.728,"MultiPolygon (((120.93003395 12.78540881, 120.93441885 12.79286775, 120.9431932 12.79287003, 120.94758214 12.78541339, 120.94319698 12.77795467, 120.93442314 12.77795238, 120.93003395 12.78540881)))",3,2
518,518,492251.3007,1413141.728,494156.5566,1411491.728,"MultiPolygon (((120.93003849 12.77049344, 120.93442314 12.77795238, 120.94319698 12.77795467, 120.94758566 12.77049801, 120.94320075 12.76303928, 120.93442743 12.763037, 120.93003849 12.77049344)))",3,2
519,519,492251.3007,1411491.728,494156.5566,1409841.728,"MultiPolygon (((120.93004304 12.75557805, 120.93442743 12.763037, 120.94320075 12.76303928, 120.94758917 12.75558262, 120.94320452 12.74812388, 120.93443171 12.7481216, 120.93004304 12.75557805)))",3,2
520,520,492251.3007,1409841.728,494156.5566,1408191.728,"MultiPolygon (((120.93004757 12.74066265, 120.93443171 12.7481216, 120.94320452 12.74812388, 120.94759268 12.74066721, 120.94320828 12.73320847, 120.93443598 12.73320619, 120.93004757 12.74066265)))",3,2
521,521,492251.3007,1408191.728,494156.5566,1406541.728,"MultiPolygon (((120.9300521 12.72574723, 120.93443598 12.73320619, 120.94320828 12.73320847, 120.94759618 12.72575178, 120.94321204 12.71829303, 120.93444026 12.71829076, 120.9300521 12.72574723)))",5,3
522,522,492251.3007,1406541.728,494156.5566,1404891.728,"MultiPolygon (((120.93005663 12.71083179, 120.93444026 12.71829076, 120.94321204 12.71829303, 120.94759968 12.71083634, 120.94321579 12.70337758, 120.93444452 12.70337531, 120.93005663 12.71083179)))",5,3
523,523,492251.3007,1404891.728,494156.5566,1403241.728,"MultiPolygon (((120.93006115 12.69591633, 120.93444452 12.70337531, 120.94321579 12.70337758, 120.94760318 12.69592088, 120.94321954 12.68846211, 120.93444878 12.68845984, 120.93006115 12.69591633)))",1,1
530,530,493680.2426,1450266.728,495585.4985,1448616.728,"MultiPolygon (((120.94311292 13.10608884, 120.94750378 13.1135474, 120.95628937 13.11354929, 120.96068356 13.10609262, 120.95629244 13.09863428, 120.94750738 13.0986324, 120.94311292 13.10608884)))",5,3
531,531,493680.2426,1448616.728,495585.4985,1446966.728,"MultiPolygon (((120.94311679 13.09117383, 120.94750738 13.0986324, 120.95629244 13.09863428, 120.96068637 13.09117761, 120.95629551 13.08371926, 120.94751098 13.08371738, 120.94311679 13.09117383)))",5,3
532,532,493680.2426,1446966.728,495585.4985,1445316.728,"MultiPolygon (((120.94312065 13.0762588, 120.94751098 13.08371738, 120.95629551 13.08371926, 120.96068918 13.07626257, 120.95629858 13.06880422, 120.94751458 13.06880234, 120.94312065 13.0762588)))",5,3
533,533,493680.2426,1445316.728,495585.4985,1443666.728,"MultiPolygon (((120.9431245 13.06134376, 120.94751458 13.06880234, 120.95629858 13.06880422, 120.96069198 13.06134753, 120.95630164 13.05388916, 120.94751817 13.05388728, 120.9431245 13.06134376)))",3,2
534,534,493680.2426,1443666.728,495585.4985,1442016.728,"MultiPolygon (((120.94312836 13.0464287, 120.94751817 13.05388728, 120.95630164 13.05388916, 120.96069478 13.04643246, 120.9563047 13.03897409, 120.94752176 13.03897221, 120.94312836 13.0464287)))",5,3
535,535,493680.2426,1442016.728,495585.4985,1440366.728,"MultiPolygon (((120.94313221 13.03151362, 120.94752176 13.03897221, 120.9563047 13.03897409, 120.96069758 13.03151737, 120.95630776 13.024059, 120.94752534 13.02405712, 120.94313221 13.03151362)))",3,2
536,536,493680.2426,1440366.728,495585.4985,1438716.728,"MultiPolygon (((120.94313605 13.01659852, 120.94752534 13.02405712, 120.95630776 13.024059, 120.96070037 13.01660227, 120.95631082 13.00914389, 120.94752892 13.00914201, 120.94313605 13.01659852)))",5,3
537,537,493680.2426,1438716.728,495585.4985,1437066.728,"MultiPolygon (((120.94313989 13.0016834, 120.94752892 13.00914201, 120.95631082 13.00914389, 120.96070316 13.00168716, 120.95631387 12.99422877, 120.9475325 12.99422689, 120.94313989 13.0016834)))",5,3
538,538,493680.2426,1437066.728,495585.4985,1435416.728,"MultiPolygon (((120.94314373 12.98676827, 120.9475325 12.99422689, 120.95631387 12.99422877, 120.96070595 12.98677202, 120.95631692 12.97931362, 120.94753607 12.97931175, 120.94314373 12.98676827)))",5,3
539,539,493680.2426,1435416.728,495585.4985,1433766.728,"MultiPolygon (((120.94314756 12.97185313, 120.94753607 12.97931175, 120.95631692 12.97931362, 120.96070873 12.97185687, 120.95631996 12.96439846, 120.94753963 12.96439659, 120.94314756 12.97185313)))",5,3
540,540,493680.2426,1433766.728,495585.4985,1432116.728,"MultiPolygon (((120.94315139 12.95693796, 120.94753963 12.96439659, 120.95631996 12.96439846, 120.96071151 12.9569417, 120.956323 12.94948329, 120.9475432 12.94948142, 120.94315139 12.95693796)))",5,3
541,541,493680.2426,1432116.728,495585.4985,1430466.728,"MultiPolygon (((120.94315521 12.94202278, 120.9475432 12.94948142, 120.956323 12.94948329, 120.96071429 12.94202652, 120.95632604 12.93456809, 120.94754676 12.93456623, 120.94315521 12.94202278)))",5,3
542,542,493680.2426,1430466.728,495585.4985,1428816.728,"MultiPolygon (((120.94315903 12.92710758, 120.94754676 12.93456623, 120.95632604 12.93456809, 120.96071707 12.92711131, 120.95632907 12.91965288, 120.94755031 12.91965102, 120.94315903 12.92710758)))",5,3
543,543,493680.2426,1428816.728,495585.4985,1427166.728,"MultiPolygon (((120.94316284 12.91219237, 120.94755031 12.91965102, 120.95632907 12.91965288, 120.96071984 12.91219609, 120.95633211 12.90473766, 120.94755387 12.90473579, 120.94316284 12.91219237)))",5,3
544,544,493680.2426,1427166.728,495585.4985,1425516.728,"MultiPolygon (((120.94316665 12.89727713, 120.94755387 12.90473579, 120.95633211 12.90473766, 120.96072261 12.89728086, 120.95633513 12.88982241, 120.94755741 12.88982055, 120.94316665 12.89727713)))",5,3
545,545,493680.2426,1425516.728,495585.4985,1423866.728,"MultiPolygon (((120.94317046 12.88236188, 120.94755741 12.88982055, 120.95633513 12.88982241, 120.96072538 12.8823656, 120.95633816 12.87490715, 120.94756096 12.87490529, 120.94317046 12.88236188)))",3,2
546,546,493680.2426,1423866.728,495585.4985,1422216.728,"MultiPolygon (((120.94317426 12.86744662, 120.94756096 12.87490529, 120.95633816 12.87490715, 120.96072814 12.86745033, 120.95634118 12.85999187, 120.9475645 12.85999002, 120.94317426 12.86744662)))",5,3
547,547,493680.2426,1422216.728,495585.4985,1420566.728,"MultiPolygon (((120.94317806 12.85253133, 120.9475645 12.85999002, 120.95634118 12.85999187, 120.9607309 12.85253505, 120.9563442 12.84507658, 120.94756803 12.84507472, 120.94317806 12.85253133)))",5,3
548,548,493680.2426,1420566.728,495585.4985,1418916.728,"MultiPolygon (((120.94318185 12.83761603, 120.94756803 12.84507472, 120.9563442 12.84507658, 120.96073366 12.83761974, 120.95634721 12.83016127, 120.94757157 12.83015941, 120.94318185 12.83761603)))",5,3
549,549,493680.2426,1418916.728,495585.4985,1417266.728,"MultiPolygon (((120.94318564 12.82270072, 120.94757157 12.83015941, 120.95634721 12.83016127, 120.96073641 12.82270442, 120.95635022 12.81524594, 120.94757509 12.81524409, 120.94318564 12.82270072)))",5,3
550,550,493680.2426,1417266.728,495585.4985,1415616.728,"MultiPolygon (((120.94318942 12.80778538, 120.94757509 12.81524409, 120.95635022 12.81524594, 120.96073916 12.80778909, 120.95635323 12.8003306, 120.94757862 12.80032875, 120.94318942 12.80778538)))",5,3
551,551,493680.2426,1415616.728,495585.4985,1413966.728,"MultiPolygon (((120.9431932 12.79287003, 120.94757862 12.80032875, 120.95635323 12.8003306, 120.96074191 12.79287373, 120.95635624 12.78541523, 120.94758214 12.78541339, 120.9431932 12.79287003)))",5,3
552,552,493680.2426,1413966.728,495585.4985,1412316.728,"MultiPolygon (((120.94319698 12.77795467, 120.94758214 12.78541339, 120.95635624 12.78541523, 120.96074466 12.77795836, 120.95635924 12.77049985, 120.94758566 12.77049801, 120.94319698 12.77795467)))",3,2
553,553,493680.2426,1412316.728,495585.4985,1410666.728,"MultiPolygon (((120.94320075 12.76303928, 120.94758566 12.77049801, 120.95635924 12.77049985, 120.9607474 12.76304297, 120.95636224 12.75558446, 120.94758917 12.75558262, 120.94320075 12.76303928)))",3,2
554,554,493680.2426,1410666.728,495585.4985,1409016.728,"MultiPolygon (((120.94320452 12.74812388, 120.94758917 12.75558262, 120.95636224 12.75558446, 120.96075014 12.74812757, 120.95636523 12.74066905, 120.94759268 12.74066721, 120.94320452 12.74812388)))",3,2
555,555,493680.2426,1409016.728,495585.4985,1407366.728,"MultiPolygon (((120.94320828 12.73320847, 120.94759268 12.74066721, 120.95636523 12.74066905, 120.96075288 12.73321215, 120.95636822 12.72575362, 120.94759618 12.72575178, 120.94320828 12.73320847)))",3,2
556,556,493680.2426,1407366.728,495585.4985,1405716.728,"MultiPolygon (((120.94321204 12.71829303, 120.94759618 12.72575178, 120.95636822 12.72575362, 120.96075561 12.71829671, 120.95637121 12.71083817, 120.94759968 12.71083634, 120.94321204 12.71829303)))",3,2
557,557,493680.2426,1405716.728,495585.4985,1404066.728,"MultiPolygon (((120.94321579 12.70337758, 120.94759968 12.71083634, 120.95637121 12.71083817, 120.96075834 12.70338126, 120.9563742 12.69592271, 120.94760318 12.69592088, 120.94321579 12.70337758)))",5,3
564,564,495109.1846,1452741.728,497014.4404,1451091.728,"MultiPolygon (((120.95628629 13.12846428, 120.96067794 13.1359226, 120.96946432 13.13592404, 120.97385852 13.12846716, 120.96946661 13.12100906, 120.96068075 13.12100762, 120.95628629 13.12846428)))",5,3
565,565,495109.1846,1451091.728,497014.4404,1449441.728,"MultiPolygon (((120.95628937 13.11354929, 120.96068075 13.12100762, 120.96946661 13.12100906, 120.97386054 13.11355217, 120.96946889 13.10609406, 120.96068356 13.10609262, 120.95628937 13.11354929)))",5,3
566,566,495109.1846,1449441.728,497014.4404,1447791.728,"MultiPolygon (((120.95629244 13.09863428, 120.96068356 13.10609262, 120.96946889 13.10609406, 120.97386256 13.09863716, 120.96947117 13.09117905, 120.96068637 13.09117761, 120.95629244 13.09863428)))",5,3
567,567,495109.1846,1447791.728,497014.4404,1446141.728,"MultiPolygon (((120.95629551 13.08371926, 120.96068637 13.09117761, 120.96947117 13.09117905, 120.97386457 13.08372214, 120.96947345 13.07626401, 120.96068918 13.07626257, 120.95629551 13.08371926)))",5,3
568,568,495109.1846,1446141.728,497014.4404,1444491.728,"MultiPolygon (((120.95629858 13.06880422, 120.96068918 13.07626257, 120.96947345 13.07626401, 120.97386658 13.0688071, 120.96947572 13.06134896, 120.96069198 13.06134753, 120.95629858 13.06880422)))",5,3
569,569,495109.1846,1444491.728,497014.4404,1442841.728,"MultiPolygon (((120.95630164 13.05388916, 120.96069198 13.06134753, 120.96947572 13.06134896, 120.9738686 13.05389204, 120.96947799 13.04643389, 120.96069478 13.04643246, 120.95630164 13.05388916)))",5,3
570,570,495109.1846,1442841.728,497014.4404,1441191.728,"MultiPolygon (((120.9563047 13.03897409, 120.96069478 13.04643246, 120.96947799 13.04643389, 120.9738706 13.03897696, 120.96948026 13.03151881, 120.96069758 13.03151737, 120.9563047 13.03897409)))",3,2
